Heaven/Earth 0=Heaven; 1=Earth,Condition: 1= In Play; 2=Out of play; 3=leading; 4=trailing,Number Requested,"X: 1=Left most column, counting to the right to max of 2 or 3","Y: 1 equals top row (i.e., out of play heavenly bead), counting downwards to 7. ",Correct on Search task? Trials weith incorrect search responses were excluded from analysis,RT,Abacus entered: Only relevent to dual task,Correct on Abacus: only relevent to dual task,"Number of columns: occasionally you will see 0s in this column, this means the participant was in a pilot version with 4 columns and should be excluded. ",Subject Number: Assigned when extracted from .mat instead of alpha numeric number to make some things in life easier,<3Std Dev: removing outliers (2s). Calculated in linear space. Needs to be redone in log space,Inout or Leading trailing trial,Subject ID,One/Two conditions,Order,Subj ID across Experiments for within subject analysis of order
1,1,214,2,3,1,2.8395903,0,0,3,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,4,70,2,6,1,0.91409404,0,0,2,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,2,300,2,6,1,1.2705515,0,0,3,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,4,40,2,7,1,1.0836073,0,0,2,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
0,3,43,1,1,1,1.443786,0,0,3,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,1,935,1,4,1,3.119061,0,0,3,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,2,88,1,7,1,1.1059878,0,0,2,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,3,27,1,6,1,0.7492152,0,0,3,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,2,98,2,7,1,0.99654216,0,0,2,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,3,7,1,5,1,1.1187029,0,0,2,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,3,9,1,4,1,0.99078403,0,0,2,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
0,4,20,2,1,1,1.091771,0,0,2,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,3,13,1,7,1,1.9455676,0,0,3,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,1,34,2,3,1,1.91791,0,0,2,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
0,3,8,1,1,1,2.0639285,0,0,2,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,3,98,1,4,1,1.1426157,0,0,3,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,2,716,2,7,0,0.98861463,0,0,3,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,4,310,3,5,1,1.6535352,0,0,3,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
0,3,34,1,1,1,3.3943507,0,0,3,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,1,37,2,4,0,1.0811269,0,0,2,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
0,2,38,1,1,1,1.8500564,0,0,2,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,3,3,1,7,1,1.0993951,0,0,2,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
0,3,3,1,1,1,0.7625418,0,0,2,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,1,23,1,3,1,1.5233648,0,0,2,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,3,79,1,4,1,1.1369507,0,0,3,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
0,2,358,1,1,1,1.692512,0,0,3,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,1,166,1,3,0,1.9757554,0,0,3,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
0,1,95,1,2,1,0.95837951,0,0,2,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,1,797,2,4,1,0.92103497,0,0,3,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,4,80,2,4,1,3.6240543,0,0,2,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
0,4,920,3,1,1,1.4532037,0,0,3,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,1,407,1,6,1,2.4982168,0,0,3,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,3,89,1,6,1,2.390729,0,0,3,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
0,4,80,2,1,1,1.2527467,0,0,2,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,4,350,3,7,1,2.0571847,0,0,3,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,2,767,1,7,1,1.791921,0,0,3,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,3,59,1,7,0,1.2607843,0,0,3,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,2,763,2,5,1,1.1263869,0,0,3,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,4,40,2,4,1,2.5107055,0,0,2,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,3,9,1,7,1,2.2188101,0,0,2,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,3,58,1,6,1,1.9807783,0,0,3,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
0,2,13,2,1,1,2.0289256,0,0,2,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,3,81,1,7,1,1.6512951,0,0,3,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,1,62,2,4,1,0.98282288,0,0,2,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,1,68,1,3,0,1.0323976,0,0,2,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,1,22,2,4,1,0.84995677,0,0,2,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,3,4,1,7,1,2.0560033,0,0,2,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,2,32,2,7,0,0.59029371,0,0,2,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,1,363,1,3,1,1.64985,0,0,3,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,2,32,2,6,1,0.94759427,0,0,2,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,3,8,1,7,1,1.6648688,0,0,2,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,4,50,2,4,1,1.2185452,0,0,2,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,2,552,1,6,1,2.6198663,0,0,3,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,1,991,1,6,0,1.2609814,0,0,3,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,1,95,1,5,1,1.6236921,0,0,2,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
0,1,96,1,2,1,2.1303809,0,0,2,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,4,50,2,5,1,1.1197322,0,0,2,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,4,570,3,4,1,0.87695539,0,0,3,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,4,540,3,6,1,2.0504653,0,0,3,256,1,leading/trailing, 2460srSingle1st.mat ,2,1,2460
1,2,522,1,5,1,2.0272125,0,0,3,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
0,1,56,3,2,1,1.0184279,0,0,3,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,2,74,1,7,0,1.5720628,0,0,2,256,1,IN/Out, 2460srSingle1st.mat ,2,1,2460
1,2,71,2,5,1,3.126439,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,1,879,1,5,0,2.2939165,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,4,870,3,5,1,5.2018692,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,2,60,2,6,1,1.5854113,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,3,1,1,4,1,3.0238075,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,1,65,2,2,1,1.726839,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,4,60,2,6,0,2.3462437,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,1,73,2,4,1,1.9087391,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
0,3,42,1,1,1,3.0721085,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,3,47,1,4,1,1.9396243,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,1,392,2,2,1,2.6847074,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
0,4,50,2,1,1,3.248786,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,2,67,1,5,1,1.7006283,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,1,476,2,4,1,1.8119787,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,1,46,3,3,1,2.4814992,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,2,8,1,5,1,1.1231326,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
0,3,72,1,1,1,1.2860509,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,3,3,1,4,1,1.7778134,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,2,20,1,1,1,1.7781602,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,4,110,3,4,1,2.420336,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,3,8,1,1,1,4.5614364,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,4,50,2,1,1,3.3932089,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,3,93,1,4,1,2.1828433,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,1,946,3,2,1,1.6405468,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,4,780,3,7,1,1.6074898,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,3,32,1,6,1,1.772959,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,4,360,3,5,1,1.8225911,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,2,892,3,6,1,1.6049417,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,2,823,1,7,1,3.2261715,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,1,909,1,6,1,3.0729638,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,2,844,1,7,1,1.5631328,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,3,24,1,6,1,1.6530228,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,4,450,3,4,1,2.1770874,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,4,70,2,7,1,1.3393474,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,3,72,1,6,1,1.2611401,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,2,626,2,1,1,1.6580415,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,2,21,1,7,1,2.4778054,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
0,2,725,2,1,1,2.338428,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,3,6,1,4,0,1.9719534,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,1,61,1,3,1,1.9647624,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,2,25,1,6,1,4.0862054,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
0,4,210,3,1,1,2.0874593,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,4,30,2,6,1,1.6280291,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,4,980,3,4,1,2.9908698,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,4,510,3,6,1,1.970402,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,1,159,2,2,1,5.858757,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,2,43,2,7,1,2.2864914,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,1,54,3,4,1,3.657166,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,4,760,3,5,1,3.4865607,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,1,75,1,2,1,3.834789,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,1,730,2,4,1,1.7787111,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,4,70,2,7,1,2.5540276,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,3,1,1,1,1,3.0379013,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,4,10,2,7,1,1.3874017,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,2,885,1,7,1,1.6745367,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,3,66,1,4,1,1.1656957,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,1,86,1,4,1,1.3254592,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,3,7,1,6,1,1.4785399,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,2,505,2,4,0,4.122182,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,2,7,1,7,1,2.9630097,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,3,27,1,6,1,1.7451239,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,3,1,1,5,1,1.1445322,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,3,22,1,1,1,2.3385816,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,1,65,1,2,1,2.1875871,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,3,14,1,7,1,2.5434149,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,4,60,2,6,1,2.655282,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,4,180,3,6,1,1.1952028,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,2,647,2,1,1,1.4079994,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
0,2,61,2,1,1,1.7349841,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,2,62,1,5,1,1.2577789,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,4,20,2,6,1,2.8876344,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,4,840,3,5,1,1.3022155,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,3,6,1,1,1,2.7541662,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,2,69,1,7,1,2.0433032,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,1,547,3,3,1,1.79741,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
0,4,390,3,1,1,2.754836,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,1,21,1,4,1,1.4331574,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
0,4,680,3,1,1,2.1908231,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,4,20,2,6,1,1.5437015,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,4,210,3,1,1,2.7570746,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,1,60,1,3,1,2.5750328,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,2,108,1,7,1,2.3786893,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,4,80,2,6,1,1.6911168,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,2,10,1,1,1,2.1578159,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,3,6,1,5,1,1.9873277,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,4,20,2,5,1,2.1170555,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,1,75,1,3,1,3.677449,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,2,38,2,7,1,1.741905,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,1,741,2,4,1,5.4657583,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,1,96,1,3,1,1.3547139,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,1,791,1,3,1,3.2080075,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,3,3,1,5,1,3.0131123,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,4,640,3,7,1,1.6249158,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,2,69,1,7,1,1.5194533,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
0,1,70,1,2,1,2.0729556,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,3,43,1,6,1,2.1144079,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,4,20,2,7,1,1.5157642,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,4,80,2,1,1,2.7969763,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,2,508,2,1,1,2.6026544,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,1,328,3,5,1,3.8220266,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
0,1,254,2,2,1,2.6045386,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,4,70,2,5,1,2.649741,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,2,364,1,7,1,1.4113031,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,3,3,1,4,1,1.5148386,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,3,9,1,7,1,2.2916111,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,1,23,1,4,1,2.9329539,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,2,314,2,5,1,2.8947457,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,1,587,2,3,1,1.8300912,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,2,630,3,6,0,2.4192294,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
0,4,30,2,1,1,2.5763322,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,1,22,2,3,1,3.4078929,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,1,22,1,4,1,2.7728426,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,3,19,1,7,1,1.6651592,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,1,22,2,4,1,3.3341519,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
0,3,66,1,1,1,3.396529,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,2,54,2,1,1,1.4249642,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,2,2,1,6,1,4.0803133,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,2,48,1,4,1,1.1926784,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,1,422,1,6,1,1.0782202,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,3,9,1,6,1,2.7055894,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,4,220,3,7,1,1.1810095,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,1,59,2,6,1,2.7860069,0,0,2,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,2,593,1,5,1,2.74397,0,0,3,257,1,IN/Out, 2469asSingle1st.mat ,2,1,2469
1,3,4,1,6,1,1.5374207,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
0,3,9,1,1,1,2.530431,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,3,79,1,5,1,2.2014591,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,3,9,1,7,1,1.2728666,0,0,2,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,3,76,1,4,1,0.89021408,0,0,3,257,1,leading/trailing, 2469asSingle1st.mat ,2,1,2469
1,4,30,2,4,1,4.8012411,0,0,2,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
1,4,630,3,5,1,3.0544203,0,0,3,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
1,1,283,2,3,1,4.4622765,0,0,3,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
1,3,22,1,4,1,2.3274683,0,0,3,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
1,1,78,1,3,1,2.1916497,0,0,2,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
1,1,477,1,5,1,1.687439,0,0,3,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
0,2,522,2,1,1,1.5445279,0,0,3,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
1,1,42,1,5,1,1.4664688,0,0,2,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
1,2,25,1,7,1,1.4129105,0,0,2,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
0,2,514,3,1,1,2.0489524,0,0,3,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
0,3,6,1,1,1,1.1603052,0,0,2,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
0,1,53,1,2,1,0.75595802,0,0,2,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
1,2,35,2,6,1,1.6447979,0,0,2,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
1,3,8,1,6,1,2.1289664,0,0,2,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
1,1,99,2,6,1,1.1652802,0,0,2,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
0,3,49,1,1,1,0.86809382,0,0,3,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
1,4,80,2,6,1,1.3039315,0,0,2,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
0,1,648,1,2,1,1.8291224,0,0,3,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
1,2,96,2,5,1,1.4804925,0,0,2,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
1,4,190,3,5,1,3.6270334,0,0,3,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
0,3,82,1,1,1,2.7758063,0,0,3,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
0,2,45,1,1,1,2.1067593,0,0,2,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
1,1,599,3,5,1,3.1352622,0,0,3,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
1,4,60,2,4,1,4.4404919,0,0,2,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
1,3,1,1,5,1,2.6589689,0,0,2,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
1,1,26,1,3,1,1.636403,0,0,2,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
0,3,99,1,1,1,2.7967029,0,0,3,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
1,1,59,2,6,1,1.6244651,0,0,2,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
0,1,62,1,2,1,1.9189181,0,0,2,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
0,3,5,1,1,1,2.165295,0,0,2,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
1,3,6,1,6,1,1.6901441,0,0,2,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
0,2,684,3,1,1,1.5163981,0,0,3,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
1,3,69,1,5,0,1.1452287,0,0,3,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
1,2,512,2,6,1,5.2581066,0,0,3,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
0,1,79,2,2,1,2.1670851,0,0,3,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
1,3,65,1,7,1,2.0292166,0,0,3,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
0,4,90,2,1,1,2.3896419,0,0,2,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
0,2,50,2,1,1,1.8177483,0,0,2,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
1,2,149,1,5,1,1.103965,0,0,3,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
1,3,1,1,4,1,0.86864678,0,0,2,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
0,2,808,2,1,1,2.7066884,0,0,3,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
0,4,30,2,1,1,2.5201995,0,0,2,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
1,1,437,2,4,1,2.4605837,0,0,3,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
0,2,41,1,1,1,1.890288,0,0,2,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
1,2,79,1,7,1,1.4961627,0,0,2,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
1,2,10,2,4,1,1.2896452,0,0,2,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
1,1,44,1,6,0,1.4851048,0,0,2,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
1,4,230,3,7,1,2.2169026,0,0,3,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
1,3,89,1,5,1,1.8153959,0,0,3,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
1,4,80,2,7,1,1.1059103,0,0,2,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
1,4,810,3,4,1,1.2602032,0,0,3,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
1,3,12,1,5,1,1.0927202,0,0,3,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
1,2,45,1,7,1,1.3104623,0,0,3,258,1,IN/Out, aiSingleTask2nd.mat ,2,2, ai
1,3,3,1,5,1,0.66669259,0,0,2,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
0,4,210,3,1,1,1.1302683,0,0,3,258,1,leading/trailing, aiSingleTask2nd.mat ,2,2, ai
